applicant_name,age,gender,marital_status,education,employment_status,annual_income,monthly_income,coapplicant_income,loan_amount,loan_term,credit_score,existing_loans,savings,property_area,dti_ratio,collateral_value,loan_purpose,dependents,loan_status
John Garcia,36,Male,Single,Graduate,Unemployed,106800.0,8900.0,0.0,219000.0,180,752,2,7900.0,Urban,20.41,289400.0,Business Loan,0,1
Mary Miller,24,Male,Married,Not Graduate,Salaried,139400.0,11616.67,14200.0,195000.0,240,665,0,1100.0,Rural,6.35,247900.0,Home Loan,2,1
Joseph Davis,44,Female,Single,Not Graduate,Salaried,29200.0,2433.33,0.0,98000.0,36,564,0,47300.0,Urban,85.0,108500.0,Business Loan,4,1
Priya Garcia,54,Female,Divorced,Graduate,Salaried,45800.0,3816.67,0.0,55000.0,48,659,0,27200.0,Semiurban,30.02,18300.0,Education Loan,2,1
Robert Davis,50,Female,Divorced,Graduate,Self-Employed,42400.0,3533.33,0.0,10000.0,24,730,2,21600.0,Urban,28.77,5900.0,Personal Loan,1,1
James Martinez,38,Male,Married,Not Graduate,Salaried,43400.0,3616.67,800.0,154000.0,60,727,0,1000.0,Urban,69.68,255300.0,Business Loan,0,1
Patricia Sharma,39,Female,Married,Graduate,Business,26000.0,2166.67,6600.0,175000.0,36,680,0,31800.0,Rural,85.0,33400.0,Personal Loan,2,0
Karen Williams,51,Female,Single,Graduate,Salaried,95600.0,7966.67,0.0,225000.0,60,752,3,5600.0,Semiurban,58.37,335800.0,Business Loan,0,1
John Brown,39,Female,Divorced,Graduate,Business,21600.0,1800.0,0.0,254000.0,240,748,3,80300.0,Urban,85.0,450900.0,Business Loan,0,1
David Smith,66,Female,Married,Graduate,Business,53800.0,4483.33,400.0,143000.0,180,638,0,34700.0,Semiurban,17.59,201900.0,Home Loan,2,1
Richard Hernandez,39,Male,Married,Post Graduate,Salaried,68800.0,5733.33,14700.0,173000.0,48,558,1,36800.0,Semiurban,56.11,79700.0,Personal Loan,1,0
Mary Rodriguez,42,Female,Divorced,Graduate,Salaried,30500.0,2541.67,0.0,112000.0,180,695,0,7900.0,Rural,24.48,201100.0,Auto Loan,0,1
Mary Jones,44,Female,Divorced,Graduate,Self-Employed,126300.0,10525.0,0.0,188000.0,360,620,0,63800.0,Semiurban,5.0,249700.0,Home Loan,0,1
William Rodriguez,65,Male,Married,Not Graduate,Salaried,102100.0,8508.33,24200.0,267000.0,60,691,1,23100.0,Rural,45.13,107500.0,Education Loan,0,1
Linda Smith,32,Male,Single,Not Graduate,Salaried,48700.0,4058.33,0.0,189000.0,60,788,1,58400.0,Semiurban,85.0,112000.0,Personal Loan,1,0
James Rodriguez,50,Female,Divorced,Graduate,Self-Employed,43800.0,3650.0,0.0,285000.0,120,715,1,9500.0,Semiurban,73.29,69700.0,Personal Loan,0,1
David Davis,58,Male,Married,Graduate,Salaried,32100.0,2675.0,3000.0,266000.0,48,784,1,42300.0,Rural,85.0,455600.0,Home Loan,2,1
Elizabeth Rodriguez,51,Male,Divorced,Post Graduate,Self-Employed,78900.0,6575.0,0.0,311000.0,180,599,1,25600.0,Urban,30.84,414300.0,Auto Loan,0,0
Michael Williams,56,Female,Married,Not Graduate,Self-Employed,26400.0,2200.0,11100.0,192000.0,360,767,1,1500.0,Urban,26.67,209000.0,Business Loan,1,1
John Johnson,39,Female,Single,Graduate,Salaried,71300.0,5941.67,0.0,132000.0,60,814,1,15600.0,Urban,42.08,77600.0,Personal Loan,0,1
Robert Lopez,65,Male,Single,Graduate,Salaried,103200.0,8600.0,0.0,236000.0,180,685,1,6100.0,Urban,18.73,258600.0,Business Loan,0,1
Barbara Williams,56,Female,Married,Graduate,Salaried,31700.0,2641.67,13500.0,146000.0,180,850,0,13300.0,Urban,21.53,168600.0,Auto Loan,1,1
Jennifer Johnson,50,Male,Married,Graduate,Self-Employed,110600.0,9216.67,14600.0,233000.0,12,611,1,14500.0,Semiurban,85.0,351800.0,Home Loan,2,1
Barbara Williams,53,Male,Single,Graduate,Salaried,21500.0,1791.67,0.0,120000.0,36,629,2,19300.0,Semiurban,85.0,15000.0,Personal Loan,0,0
Robert Lopez,38,Male,Married,Post Graduate,Business,129800.0,10816.67,95800.0,105000.0,360,732,1,27500.0,Urban,5.0,95100.0,Home Loan,1,1
Thomas Gonzalez,48,Female,Single,Graduate,Salaried,25700.0,2141.67,0.0,289000.0,360,684,1,25400.0,Urban,51.49,343000.0,Home Loan,2,1
Thomas Martinez,67,Male,Married,Not Graduate,Salaried,66700.0,5558.33,7400.0,89000.0,240,621,0,1200.0,Urban,6.01,112000.0,Home Loan,0,1
Carlos Miller,31,Female,Married,Graduate,Salaried,33000.0,2750.0,2400.0,272000.0,360,730,1,41700.0,Urban,35.78,91100.0,Education Loan,0,1
Thomas Sharma,65,Female,Single,Not Graduate,Salaried,101500.0,8458.33,0.0,233000.0,60,708,0,89400.0,Semiurban,45.91,103800.0,Education Loan,0,1
Barbara Wilson,53,Male,Single,Not Graduate,Salaried,52300.0,4358.33,0.0,188000.0,48,633,3,12900.0,Urban,85.0,317600.0,Home Loan,1,1
Jessica Davis,37,Female,Single,Graduate,Self-Employed,26500.0,2208.33,0.0,10000.0,60,695,1,5900.0,Rural,21.13,10900.0,Home Loan,0,1
Charles Davis,26,Male,Married,Graduate,Salaried,58100.0,4841.67,8900.0,314000.0,24,741,0,23300.0,Urban,85.0,417200.0,Home Loan,0,1
Rahul Smith,24,Female,Single,Graduate,Salaried,43600.0,3633.33,0.0,96000.0,360,631,1,36600.0,Rural,15.6,111900.0,Business Loan,1,1
Amit Jones,40,Male,Single,Post Graduate,Salaried,68700.0,5725.0,0.0,266000.0,360,721,2,34100.0,Urban,23.39,140500.0,Personal Loan,3,1
Priya Verma,67,Female,Divorced,Post Graduate,Self-Employed,116100.0,9675.0,0.0,118000.0,360,611,0,28400.0,Semiurban,5.0,162800.0,Auto Loan,0,1
Jennifer Davis,47,Male,Married,Graduate,Self-Employed,43700.0,3641.67,17400.0,111000.0,120,626,1,4700.0,Semiurban,24.06,12300.0,Personal Loan,0,1
Carlos Johnson,35,Male,Married,Graduate,Salaried,35400.0,2950.0,57700.0,240000.0,48,769,1,54400.0,Rural,68.31,200700.0,Auto Loan,1,1
Carlos Lopez,26,Female,Divorced,Graduate,Business,20700.0,1725.0,0.0,228000.0,36,729,2,16600.0,Semiurban,85.0,183200.0,Home Loan,0,0
Joseph Hernandez,67,Male,Single,Not Graduate,Salaried,58500.0,4875.0,0.0,77000.0,60,529,0,7500.0,Rural,26.32,117600.0,Home Loan,0,1
William Gonzalez,34,Male,Married,Graduate,Self-Employed,43200.0,3600.0,26700.0,309000.0,180,650,1,2700.0,Semiurban,34.62,458500.0,Home Loan,1,1
Joseph Verma,31,Female,Married,Graduate,Salaried,41100.0,3425.0,3900.0,161000.0,60,719,3,16200.0,Semiurban,85.0,95900.0,Personal Loan,3,0
Elizabeth Verma,59,Female,Married,Graduate,Salaried,29100.0,2425.0,34800.0,186000.0,360,691,3,28900.0,Rural,26.6,72200.0,Education Loan,2,1
Michael Smith,29,Female,Single,Graduate,Business,45300.0,3775.0,0.0,153000.0,360,729,1,32800.0,Semiurban,19.21,268300.0,Home Loan,0,1
Amit Martinez,46,Male,Married,Not Graduate,Salaried,207300.0,17275.0,53300.0,81000.0,36,689,4,98700.0,Semiurban,15.89,84900.0,Home Loan,2,1
Rahul Garcia,36,Female,Married,Graduate,Self-Employed,35900.0,2991.67,9100.0,246000.0,36,669,1,5000.0,Urban,85.0,46700.0,Education Loan,0,0
Michael Wilson,25,Male,Married,Not Graduate,Salaried,61200.0,5100.0,39000.0,206000.0,180,667,1,127600.0,Rural,17.3,203200.0,Home Loan,0,1
Joseph Jones,30,Female,Single,Graduate,Self-Employed,87400.0,7283.33,0.0,108000.0,48,767,1,31900.0,Semiurban,35.01,164600.0,Home Loan,3,1
Michael Rodriguez,23,Female,Single,Graduate,Business,82200.0,6850.0,0.0,265000.0,240,736,0,18200.0,Semiurban,16.12,305600.0,Business Loan,3,1
Charles Verma,33,Male,Single,Not Graduate,Salaried,37900.0,3158.33,0.0,185000.0,120,712,1,65700.0,Urban,58.31,330900.0,Auto Loan,0,1
Linda Johnson,63,Male,Single,Post Graduate,Business,62500.0,5208.33,0.0,187000.0,48,687,1,35600.0,Semiurban,80.56,69500.0,Personal Loan,0,0
Amit Gonzalez,50,Male,Married,Not Graduate,Self-Employed,112200.0,9350.0,36200.0,340000.0,60,636,2,12900.0,Semiurban,50.67,396900.0,Business Loan,0,1
Sarah Sharma,65,Male,Single,Graduate,Self-Employed,20700.0,1725.0,0.0,35000.0,60,655,2,64600.0,Semiurban,68.6,33200.0,Auto Loan,1,1
Karen Miller,26,Male,Married,Graduate,Salaried,45800.0,3816.67,14800.0,34000.0,360,765,1,33000.0,Urban,7.81,47300.0,Home Loan,2,1
John Johnson,37,Male,Single,Post Graduate,Business,31400.0,2616.67,0.0,54000.0,12,758,0,36000.0,Urban,85.0,59100.0,Auto Loan,0,1
Elizabeth Miller,65,Female,Single,Graduate,Salaried,42100.0,3508.33,0.0,213000.0,360,628,0,68000.0,Urban,16.86,363300.0,Auto Loan,0,1
Thomas Wilson,39,Male,Married,Graduate,Salaried,44200.0,3683.33,24400.0,148000.0,180,688,0,17800.0,Semiurban,14.38,50000.0,Education Loan,0,1
Ananya Williams,62,Female,Single,Post Graduate,Business,81800.0,6816.67,0.0,155000.0,240,720,1,32100.0,Urban,13.88,69100.0,Education Loan,0,1
Barbara Lopez,55,Male,Married,Not Graduate,Self-Employed,24400.0,2033.33,31700.0,95000.0,12,715,0,41000.0,Semiurban,85.0,18800.0,Personal Loan,2,0
Richard Johnson,66,Female,Married,Post Graduate,Salaried,52300.0,4358.33,27500.0,330000.0,180,714,1,18200.0,Semiurban,32.08,194900.0,Personal Loan,2,1
John Jones,46,Female,Single,Post Graduate,Salaried,57400.0,4783.33,0.0,360000.0,120,591,0,2600.0,Rural,62.72,490200.0,Home Loan,0,1
David Davis,25,Male,Single,Post Graduate,Salaried,50700.0,4225.0,0.0,261000.0,120,586,2,44300.0,Urban,65.68,223400.0,Home Loan,0,0
Amit Miller,49,Male,Single,Graduate,Salaried,79200.0,6600.0,0.0,44000.0,240,774,2,1500.0,Urban,11.87,17600.0,Personal Loan,0,1
Barbara Miller,57,Female,Single,Graduate,Salaried,41800.0,3483.33,0.0,136000.0,120,801,1,38000.0,Semiurban,41.15,180900.0,Auto Loan,1,1
Joseph Davis,40,Male,Single,Graduate,Self-Employed,150500.0,12541.67,0.0,254000.0,360,561,0,72500.0,Semiurban,5.63,105900.0,Personal Loan,0,1
Thomas Brown,41,Female,Single,Graduate,Salaried,49600.0,4133.33,0.0,176000.0,48,678,1,12800.0,Urban,85.0,20100.0,Personal Loan,1,0
Priya Rodriguez,30,Male,Single,Graduate,Self-Employed,58100.0,4841.67,0.0,261000.0,360,745,0,3200.0,Rural,14.97,220400.0,Business Loan,0,1
Richard Johnson,25,Female,Married,Graduate,Business,98600.0,8216.67,700.0,292000.0,36,504,0,8000.0,Semiurban,85.0,367800.0,Business Loan,0,0
James Verma,56,Male,Married,Graduate,Salaried,34500.0,2875.0,2200.0,352000.0,360,594,0,24800.0,Urban,31.97,437900.0,Auto Loan,2,0
Richard Martinez,26,Female,Married,Graduate,Salaried,23500.0,1958.33,18400.0,121000.0,360,673,0,85800.0,Urban,9.63,152400.0,Home Loan,0,1
Barbara Wilson,46,Female,Single,Graduate,Salaried,75400.0,6283.33,0.0,187000.0,60,632,0,21500.0,Rural,49.6,332800.0,Business Loan,2,1
Mary Miller,24,Female,Single,Graduate,Salaried,49700.0,4141.67,0.0,140000.0,120,697,0,3600.0,Urban,28.17,51000.0,Education Loan,1,1
John Martinez,59,Male,Married,Graduate,Self-Employed,122100.0,10175.0,12000.0,10000.0,180,798,0,29600.0,Urban,5.0,14900.0,Home Loan,2,1
Mary Wilson,59,Female,Married,Not Graduate,Salaried,202500.0,16875.0,48400.0,243000.0,24,612,1,39600.0,Urban,49.86,52100.0,Personal Loan,0,1
Amit Gonzalez,55,Male,Married,Graduate,Self-Employed,42900.0,3575.0,33700.0,231000.0,60,684,4,15000.0,Semiurban,79.11,104300.0,Education Loan,2,0
Richard Johnson,21,Female,Single,Graduate,Salaried,44200.0,3683.33,0.0,131000.0,60,652,2,38400.0,Rural,75.57,29600.0,Personal Loan,0,0
John Hernandez,44,Male,Married,Not Graduate,Salaried,43600.0,3633.33,29500.0,36000.0,360,691,0,11800.0,Urban,5.0,20000.0,Personal Loan,3,1
Michael Wilson,56,Female,Married,Graduate,Salaried,37700.0,3141.67,14800.0,145000.0,360,680,1,46700.0,Urban,16.06,226700.0,Home Loan,2,1
Karen Gonzalez,26,Male,Single,Graduate,Salaried,88500.0,7375.0,0.0,246000.0,240,850,2,12500.0,Urban,22.03,131700.0,Personal Loan,0,1
Thomas Gonzalez,61,Female,Married,Graduate,Salaried,84000.0,7000.0,2700.0,300000.0,180,799,0,8900.0,Semiurban,23.07,73600.0,Personal Loan,0,1
Rahul Lopez,66,Female,Married,Graduate,Salaried,49300.0,4108.33,4200.0,116000.0,240,554,2,63400.0,Urban,24.3,178900.0,Home Loan,2,1
Carlos Verma,64,Female,Single,Post Graduate,Business,22100.0,1841.67,0.0,280000.0,60,608,1,23900.0,Rural,85.0,43900.0,Personal Loan,3,0
Ananya Lopez,51,Male,Single,Graduate,Self-Employed,36700.0,3058.33,0.0,236000.0,60,618,3,10100.0,Urban,85.0,370700.0,Home Loan,2,1
Joseph Rodriguez,40,Male,Married,Not Graduate,Salaried,35600.0,2966.67,32200.0,217000.0,120,581,2,82000.0,Urban,42.63,209800.0,Auto Loan,2,0
Elizabeth Wilson,44,Female,Divorced,Graduate,Salaried,95000.0,7916.67,0.0,64000.0,360,571,1,35200.0,Urban,6.04,21400.0,Education Loan,2,1
Carlos Sharma,45,Male,Single,Graduate,Salaried,24100.0,2008.33,0.0,67000.0,240,666,1,7500.0,Rural,28.84,12300.0,Personal Loan,1,0
Michael Brown,56,Male,Single,Graduate,Salaried,93700.0,7808.33,0.0,105000.0,120,621,0,28600.0,Semiurban,11.21,155900.0,Auto Loan,0,1
Robert Smith,41,Female,Single,Graduate,Salaried,69800.0,5816.67,0.0,151000.0,240,609,0,61300.0,Rural,10.82,65400.0,Personal Loan,0,1
Thomas Williams,50,Female,Married,Graduate,Salaried,79300.0,6608.33,32500.0,342000.0,60,842,1,35700.0,Urban,64.4,413300.0,Home Loan,1,1
Richard Wilson,44,Male,Single,Graduate,Salaried,45500.0,3791.67,0.0,120000.0,240,626,0,8400.0,Urban,13.19,49300.0,Education Loan,0,0
Ananya Wilson,64,Female,Divorced,Graduate,Salaried,71200.0,5933.33,0.0,249000.0,60,645,0,31400.0,Semiurban,69.94,415100.0,Home Loan,1,1
Sarah Brown,62,Female,Single,Not Graduate,Salaried,62300.0,5191.67,0.0,138000.0,48,739,0,29000.0,Semiurban,55.38,132700.0,Home Loan,0,1
Sarah Wilson,50,Male,Single,Graduate,Salaried,85900.0,7158.33,0.0,223000.0,180,644,2,51600.0,Semiurban,25.69,114900.0,Personal Loan,1,1
Robert Rodriguez,42,Female,Married,Post Graduate,Self-Employed,46600.0,3883.33,10300.0,174000.0,180,587,0,5900.0,Urban,20.39,299800.0,Auto Loan,0,1
Jessica Smith,48,Male,Married,Not Graduate,Salaried,48800.0,4066.67,20700.0,196000.0,60,659,0,36100.0,Urban,56.4,52600.0,Personal Loan,1,0
Rahul Wilson,27,Male,Married,Graduate,Salaried,66400.0,5533.33,16000.0,213000.0,120,841,1,800.0,Urban,30.22,212100.0,Home Loan,1,1
Joseph Rodriguez,55,Male,Married,Graduate,Self-Employed,25100.0,2091.67,5800.0,158000.0,180,641,1,35700.0,Semiurban,45.74,150500.0,Business Loan,0,0
Joseph Smith,48,Male,Divorced,Graduate,Business,45800.0,3816.67,0.0,214000.0,240,607,0,96900.0,Semiurban,23.36,116500.0,Personal Loan,2,1
Carlos Davis,34,Female,Single,Not Graduate,Business,180800.0,15066.67,0.0,291000.0,360,714,3,5700.0,Rural,11.34,346700.0,Home Loan,1,1
Patricia Lopez,30,Male,Married,Graduate,Self-Employed,21700.0,1808.33,42400.0,112000.0,60,656,1,11200.0,Urban,40.56,56800.0,Personal Loan,2,1
Robert Gonzalez,36,Male,Single,Not Graduate,Salaried,37100.0,3091.67,0.0,287000.0,360,850,1,26200.0,Rural,35.49,458600.0,Home Loan,0,1
Robert Hernandez,36,Male,Married,Graduate,Self-Employed,37000.0,3083.33,44700.0,156000.0,180,617,0,39500.0,Urban,12.73,71600.0,Personal Loan,0,0
Jennifer Miller,51,Female,Married,Not Graduate,Self-Employed,65200.0,5433.33,25400.0,147000.0,240,819,1,12700.0,Urban,12.09,255200.0,Auto Loan,0,1
Ananya Sharma,62,Female,Single,Graduate,Salaried,25000.0,2083.33,0.0,243000.0,180,773,2,32700.0,Rural,85.0,399100.0,Business Loan,0,1
Susan Davis,45,Male,Married,Post Graduate,Salaried,64600.0,5383.33,23400.0,149000.0,48,649,0,68900.0,Semiurban,42.33,254600.0,Home Loan,0,1
David Wilson,33,Male,Single,Graduate,Business,24500.0,2041.67,0.0,209000.0,24,680,0,38900.0,Semiurban,85.0,228700.0,Home Loan,0,0
Richard Johnson,26,Female,Single,Graduate,Salaried,24500.0,2041.67,0.0,200000.0,240,598,0,37200.0,Semiurban,40.82,274700.0,Home Loan,2,1
Carlos Miller,64,Male,Married,Graduate,Salaried,78600.0,6550.0,15300.0,10000.0,120,637,4,14400.0,Urban,16.4,11200.0,Home Loan,3,1
Karen Brown,29,Male,Single,Graduate,Salaried,37600.0,3133.33,0.0,218000.0,240,649,0,72700.0,Semiurban,28.99,230400.0,Home Loan,3,1
Linda Brown,65,Male,Married,Post Graduate,Salaried,190600.0,15883.33,22700.0,50000.0,60,693,2,9700.0,Rural,8.06,70400.0,Home Loan,3,1
Priya Jones,56,Female,Single,Graduate,Salaried,21700.0,1808.33,0.0,57000.0,60,567,0,6900.0,Urban,52.53,92200.0,Home Loan,1,1
Charles Gonzalez,63,Male,Single,Graduate,Self-Employed,46500.0,3875.0,0.0,213000.0,48,705,1,13600.0,Semiurban,85.0,91700.0,Personal Loan,1,0
Susan Martinez,40,Male,Single,Graduate,Self-Employed,25400.0,2116.67,0.0,228000.0,240,668,1,31500.0,Semiurban,59.06,119400.0,Personal Loan,0,0
David Johnson,38,Male,Single,Graduate,Salaried,39500.0,3291.67,0.0,288000.0,48,712,0,59300.0,Urban,85.0,289500.0,Home Loan,0,0
Carlos Martinez,63,Female,Married,Graduate,Business,305000.0,25416.67,31500.0,82000.0,240,724,1,4200.0,Urban,5.0,20900.0,Personal Loan,2,1
William Smith,41,Male,Married,Not Graduate,Salaried,118900.0,9908.33,8900.0,113000.0,60,662,0,50400.0,Urban,17.68,195900.0,Home Loan,2,1
John Davis,24,Female,Divorced,Graduate,Salaried,22200.0,1850.0,0.0,222000.0,240,719,0,50300.0,Semiurban,50.0,195300.0,Auto Loan,2,0
Jennifer Jones,53,Male,Married,Post Graduate,Self-Employed,57300.0,4775.0,15300.0,290000.0,36,673,2,26500.0,Rural,85.0,172400.0,Personal Loan,2,0
Robert Garcia,47,Male,Single,Graduate,Self-Employed,67000.0,5583.33,0.0,197000.0,48,739,0,42900.0,Semiurban,73.51,337800.0,Home Loan,0,1
Joseph Miller,27,Female,Married,Graduate,Self-Employed,30600.0,2550.0,600.0,101000.0,180,705,1,6000.0,Urban,33.12,115600.0,Home Loan,1,1
Thomas Rodriguez,26,Male,Single,Not Graduate,Business,27100.0,2258.33,0.0,316000.0,120,694,0,5600.0,Semiurban,85.0,478000.0,Home Loan,1,1
John Brown,35,Female,Single,Not Graduate,Self-Employed,125600.0,10466.67,0.0,156000.0,48,672,0,59600.0,Rural,31.05,140500.0,Business Loan,4,1
Thomas Gonzalez,38,Female,Married,Graduate,Business,176100.0,14675.0,10900.0,159000.0,360,784,1,20700.0,Urban,5.0,20000.0,Education Loan,3,1
Elizabeth Williams,52,Female,Single,Not Graduate,Salaried,236700.0,19725.0,0.0,51000.0,48,712,1,8500.0,Rural,6.91,66500.0,Home Loan,1,1
Sarah Johnson,31,Male,Single,Graduate,Self-Employed,90200.0,7516.67,0.0,245000.0,60,574,0,35000.0,Semiurban,54.32,381600.0,Auto Loan,0,1
Thomas Davis,40,Female,Divorced,Graduate,Unemployed,69000.0,5750.0,0.0,257000.0,48,642,1,66700.0,Urban,85.0,279800.0,Home Loan,0,0
John Verma,44,Male,Married,Post Graduate,Self-Employed,39100.0,3258.33,30700.0,116000.0,60,662,0,30000.0,Urban,33.24,123400.0,Home Loan,0,1
John Garcia,35,Female,Married,Graduate,Salaried,28500.0,2375.0,4100.0,338000.0,60,680,2,12800.0,Semiurban,85.0,372800.0,Home Loan,2,0
Richard Davis,27,Female,Single,Graduate,Salaried,23700.0,1975.0,0.0,127000.0,48,694,0,19800.0,Semiurban,85.0,172200.0,Business Loan,0,1
Joseph Rodriguez,41,Female,Single,Not Graduate,Self-Employed,73200.0,6100.0,0.0,236000.0,240,604,0,41900.0,Rural,16.12,121300.0,Personal Loan,0,1
William Brown,62,Male,Married,Post Graduate,Salaried,89100.0,7425.0,20500.0,200000.0,60,675,2,2100.0,Semiurban,43.07,42200.0,Education Loan,0,1
Susan Jones,46,Male,Single,Graduate,Unemployed,98800.0,8233.33,0.0,10000.0,240,655,0,7300.0,Urban,5.0,2000.0,Personal Loan,3,1
Mary Hernandez,64,Male,Married,Graduate,Salaried,130300.0,10858.33,21300.0,229000.0,48,767,0,18600.0,Urban,37.76,384500.0,Home Loan,1,1
William Davis,34,Female,Single,Graduate,Salaried,115400.0,9616.67,0.0,221000.0,60,600,0,27800.0,Semiurban,38.3,197800.0,Business Loan,1,1
John Hernandez,57,Male,Married,Post Graduate,Business,391700.0,32641.67,7700.0,21000.0,12,679,2,12400.0,Urban,7.06,10400.0,Education Loan,0,1
William Williams,41,Male,Single,Post Graduate,Salaried,32600.0,2716.67,0.0,317000.0,240,625,3,10600.0,Semiurban,81.75,496200.0,Business Loan,0,1
Carlos Johnson,38,Female,Married,Graduate,Salaried,84800.0,7066.67,16300.0,221000.0,180,829,1,1300.0,Urban,18.13,194800.0,Auto Loan,0,1
Barbara Martinez,25,Female,Married,Graduate,Self-Employed,59700.0,4975.0,2300.0,292000.0,360,781,1,1000.0,Urban,21.51,245400.0,Home Loan,2,1
William Sharma,23,Male,Married,Graduate,Self-Employed,33600.0,2800.0,54200.0,26000.0,60,549,1,9800.0,Urban,10.02,29400.0,Home Loan,2,1
Linda Rodriguez,43,Female,Single,Not Graduate,Salaried,200500.0,16708.33,0.0,143000.0,240,616,1,22700.0,Urban,5.36,218800.0,Home Loan,1,1
Robert Hernandez,46,Male,Married,Not Graduate,Unemployed,122700.0,10225.0,4900.0,286000.0,180,750,0,24400.0,Semiurban,14.94,98300.0,Personal Loan,0,1
Mary Davis,57,Male,Married,Not Graduate,Salaried,26200.0,2183.33,13700.0,39000.0,12,717,3,20400.0,Urban,85.0,6100.0,Education Loan,2,0
Joseph Garcia,44,Male,Single,Post Graduate,Self-Employed,21200.0,1766.67,0.0,146000.0,48,714,0,15800.0,Rural,85.0,235500.0,Auto Loan,1,1
Linda Hernandez,39,Male,Married,Graduate,Salaried,72500.0,6041.67,15300.0,217000.0,60,695,0,8700.0,Semiurban,49.43,340000.0,Business Loan,0,1
Robert Verma,45,Male,Single,Graduate,Self-Employed,61700.0,5141.67,0.0,10000.0,180,756,2,15400.0,Semiurban,12.75,15900.0,Home Loan,0,1
Sarah Garcia,41,Female,Single,Graduate,Salaried,143600.0,11966.67,0.0,61000.0,24,742,1,4500.0,Urban,23.75,76800.0,Auto Loan,1,1
Robert Lopez,32,Male,Married,Graduate,Salaried,32000.0,2666.67,6200.0,304000.0,240,657,0,3700.0,Semiurban,39.79,249100.0,Business Loan,1,0
Jessica Gonzalez,61,Male,Single,Graduate,Salaried,24000.0,2000.0,0.0,185000.0,120,584,0,10700.0,Urban,77.08,77800.0,Personal Loan,4,0
Robert Gonzalez,53,Female,Married,Graduate,Business,33500.0,2791.67,600.0,286000.0,120,545,1,161100.0,Rural,85.0,68400.0,Personal Loan,2,0
Thomas Johnson,24,Male,Single,Not Graduate,Salaried,20900.0,1741.67,0.0,196000.0,48,672,1,11900.0,Semiurban,85.0,304400.0,Auto Loan,0,1
Linda Gonzalez,62,Male,Married,Post Graduate,Self-Employed,21600.0,1800.0,19400.0,401000.0,120,533,1,82700.0,Urban,85.0,44500.0,Personal Loan,2,0
Charles Martinez,27,Female,Divorced,Graduate,Business,130900.0,10908.33,0.0,219000.0,12,700,0,14900.0,Semiurban,85.0,46400.0,Education Loan,0,0
John Davis,42,Female,Married,Graduate,Salaried,39500.0,3291.67,15800.0,294000.0,24,655,4,17300.0,Urban,85.0,118200.0,Personal Loan,1,0
Linda Johnson,53,Female,Single,Graduate,Salaried,43800.0,3650.0,0.0,158000.0,240,836,0,47800.0,Urban,18.04,148300.0,Home Loan,1,1
Linda Hernandez,37,Female,Single,Not Graduate,Salaried,20800.0,1733.33,0.0,199000.0,60,707,1,2900.0,Rural,85.0,33200.0,Personal Loan,1,0
Richard Gonzalez,44,Female,Married,Not Graduate,Self-Employed,34200.0,2850.0,200.0,238000.0,60,678,1,6000.0,Urban,85.0,316200.0,Home Loan,2,1
James Garcia,54,Male,Single,Graduate,Salaried,93500.0,7791.67,0.0,253000.0,48,551,0,109300.0,Semiurban,67.65,69000.0,Personal Loan,2,0
Ananya Williams,48,Female,Single,Graduate,Salaried,63000.0,5250.0,0.0,176000.0,60,579,0,21200.0,Rural,55.87,244500.0,Home Loan,2,1
Jessica Davis,63,Male,Married,Graduate,Self-Employed,83100.0,6925.0,3700.0,180000.0,24,735,3,1400.0,Urban,85.0,50800.0,Education Loan,0,0
James Hernandez,61,Female,Married,Graduate,Self-Employed,46700.0,3891.67,4000.0,225000.0,60,655,2,1500.0,Urban,85.0,331500.0,Business Loan,0,0
Jessica Rodriguez,59,Male,Divorced,Graduate,Salaried,36700.0,3058.33,0.0,225000.0,120,850,0,71300.0,Urban,61.31,196600.0,Home Loan,1,1
Richard Hernandez,42,Female,Single,Not Graduate,Salaried,49700.0,4141.67,0.0,88000.0,60,673,2,62000.0,Urban,49.9,142200.0,Home Loan,3,1
Richard Rodriguez,37,Male,Single,Post Graduate,Self-Employed,37600.0,3133.33,0.0,200000.0,360,694,0,18400.0,Urban,17.73,95800.0,Personal Loan,0,1
Rahul Martinez,54,Female,Single,Graduate,Business,102200.0,8516.67,0.0,209000.0,60,575,1,5300.0,Rural,44.42,203000.0,Business Loan,0,1
Patricia Sharma,26,Male,Divorced,Not Graduate,Business,35900.0,2991.67,0.0,92000.0,60,756,0,53200.0,Rural,51.25,131600.0,Home Loan,0,1
Jennifer Lopez,66,Female,Married,Post Graduate,Self-Employed,68500.0,5708.33,83000.0,262000.0,120,606,2,11800.0,Semiurban,22.05,365800.0,Home Loan,1,1
Michael Jones,26,Female,Married,Graduate,Salaried,26600.0,2216.67,35600.0,217000.0,36,722,0,16300.0,Urban,85.0,90900.0,Personal Loan,2,0
David Gonzalez,54,Male,Divorced,Graduate,Salaried,72300.0,6025.0,0.0,390000.0,360,745,1,34400.0,Rural,22.96,416100.0,Auto Loan,2,1
Carlos Williams,21,Female,Married,Post Graduate,Salaried,130000.0,10833.33,16200.0,178000.0,120,688,2,13100.0,Semiurban,17.1,212000.0,Home Loan,3,1
Amit Martinez,30,Female,Married,Graduate,Salaried,62200.0,5183.33,37100.0,282000.0,36,821,0,29700.0,Urban,85.0,294700.0,Auto Loan,2,1
